SecuCode,TradingDay,PrevClosePrice,OpenPrice,HighPrice,LowPrice,ClosePrice,TurnoverVolume,TurnoverValue,SecuMarket,SecuCategory,ListedDate,TradeState,SpecialTradeType,Split,Dividend,ActualPlaRatio,PlaPrice,BaseShares,ActualPlaVol,TotalShares,TotalFloatShares,SecuName,ChiName
000001.SZE,20201209,18.71,18.79,19.05,18.68,18.71,67722115,1277484440.9,SZE,A,19910403,trade,0,1.0,0.0,0.0,0.0,0,0,19405918198,19405752680,平安银行,平安银行股份有限公司
000002.SZE,20201209,29.18,29.4,29.44,28.66,28.66,63703506,1846463886.8,SZE,A,19910129,trade,0,1.0,0.0,0.0,0.0,0,0,9724196533,9714314935,万科A,万科企业股份有限公司
000004.SZE,20201209,25.32,25.35,25.35,24.15,24.4,4317500,106122219.0,SZE,A,19910114,trade,0,1.0,0.0,0.0,0.0,0,0,165052625,83918684,国华网安,深圳国华网安科技股份有限公司
000005.SZE,20201209,2.56,2.56,2.57,2.52,2.52,10354195,26310889.2,SZE,A,19901210,trade,0,1.0,0.0,0.0,0.0,0,0,1058536842,1057946242,世纪星源,深圳世纪星源股份有限公司
000006.SZE,20201209,5.64,5.64,5.66,5.51,5.52,6764406,37847766.1,SZE,A,19920427,trade,0,1.0,0.0,0.0,0.0,0,0,1349995046,1348307972,深振业A,深圳市振业(集团)股份有限公司
000007.SZE,20201209,8.22,8.21,8.25,7.95,8.12,6753050,54429855.5,SZE,A,19920413,trade,0,1.0,0.0,0.0,0.0,0,0,346448044,308948044,全新好,深圳市全新好股份有限公司
000008.SZE,20201209,2.73,2.73,2.74,2.68,2.69,15284613,41443025.5,SZE,A,19920507,trade,0,1.0,0.0,0.0,0.0,0,0,2780795346,2665182273,神州高铁,神州高铁技术股份有限公司
000009.SZE,20201209,7.25,7.26,7.3,7.07,7.08,32289783,231003313.7,SZE,A,19910625,trade,0,1.0,0.0,0.0,0.0,0,0,2579213965,2551897988,中国宝安,中国宝安集团股份有限公司
000010.SZE,20201209,4.06,4.07,4.08,4.01,4.02,3243600,13089374.0,SZE,A,19951027,trade,0,1.0,0.0,0.0,0.0,0,0,819854713,522171498,美丽生态,深圳美丽生态股份有限公司
000011.SZE,20201209,13.1,13.06,13.25,12.76,12.8,6161017,80064201.7,SZE,A,19920330,trade,0,1.0,0.0,0.0,0.0,0,0,528373849,526475543,深物业A,深圳市物业发展(集团)股份有限公司
000012.SZE,20201209,6.8,6.77,6.85,6.64,6.65,47833228,321642691.2,SZE,A,19920228,trade,0,1.0,0.0,0.0,0.0,0,0,1961323047,1957059361,南玻A,中国南玻集团股份有限公司
000014.SZE,20201209,9.13,9.13,9.14,8.84,8.87,2138380,19218396.1,SZE,A,19920602,trade,0,1.0,0.0,0.0,0.0,0,0,201705187,201705187,沙河股份,沙河实业股份有限公司
000016.SZE,20201209,7.1,7.07,7.08,6.81,6.83,34097855,237102172.1,SZE,A,19920327,trade,0,1.0,0.0,0.0,0.0,0,0,1596593800,1596574300,深康佳A,康佳集团股份有限公司
000017.SZE,20201209,2.64,2.65,2.65,2.58,2.59,2601200,6782288.0,SZE,A,19920331,trade,2,1.0,0.0,0.0,0.0,0,0,302984965,302981008,*ST中华A,深圳中华自行车(集团)股份有限公司
000019.SZE,20201209,7.99,7.99,8.05,7.75,7.77,5257680,41431324.8,SZE,A,19921012,trade,0,1.0,0.0,0.0,0.0,0,0,1100785974,416184832,深粮控股,深圳市深粮控股股份有限公司
000020.SZE,20201209,10.1,10.2,10.2,10.0,10.0,900900,9059776.0,SZE,A,19920428,trade,0,1.0,0.0,0.0,0.0,0,0,181165391,181165391,深华发A,深圳中恒华发股份有限公司
000021.SZE,20201209,20.97,20.95,20.97,20.35,20.38,15413602,318052593.6,SZE,A,19940202,trade,0,1.0,0.0,0.0,0.0,0,0,1471259363,1469024359,深科技,深圳长城开发科技股份有限公司
000023.SZE,20201209,17.23,17.22,17.39,17.05,17.35,543709,9337279.0,SZE,A,19930429,trade,0,1.0,0.0,0.0,0.0,0,0,138756240,138756240,深天地A,深圳市天地(集团)股份有限公司
000025.SZE,20201209,18.79,18.86,18.87,17.88,17.95,6229341,113586122.7,SZE,A,19930621,trade,0,1.0,0.0,0.0,0.0,0,0,392778320,392778320,特力A,深圳市特力(集团)股份有限公司
000026.SZE,20201209,12.5,12.57,12.6,12.08,12.08,5368240,65998142.4,SZE,A,19930603,trade,0,1.0,0.0,0.0,0.0,0,0,361173881,356716368,飞亚达,飞亚达精密科技股份有限公司
000027.SZE,20201209,5.53,5.53,5.55,5.47,5.47,9581416,52829811.2,SZE,A,19930903,trade,0,1.0,0.0,0.0,0.0,0,0,4757389916,4757389916,深圳能源,深圳能源集团股份有限公司
000028.SZE,20201209,50.32,50.73,52.27,49.56,51.8,10097712,514889289.6,SZE,A,19930809,trade,0,1.0,0.0,0.0,0.0,0,0,373241383,367733625,国药一致,国药集团一致药业股份有限公司
000029.SZE,20201209,8.39,8.39,8.41,8.13,8.14,11129634,91959277.9,SZE,A,19930915,trade,0,1.0,0.0,0.0,0.0,0,0,891660000,891660000,深深房A,深圳经济特区房地产(集团)股份有限公司
000030.SZE,20201209,7.4,7.34,7.41,7.01,7.07,14128988,101457658.9,SZE,A,19930929,trade,0,1.0,0.0,0.0,0.0,0,0,1762733196,1759880870,富奥股份,富奥汽车零部件股份有限公司
000031.SZE,20201209,4.77,4.77,4.77,4.7,4.7,4728490,22385968.2,SZE,A,19931008,trade,0,1.0,0.0,0.0,0.0,0,0,4286313339,1813674958,大悦城,大悦城控股集团股份有限公司
000032.SZE,20201209,20.7,20.38,20.8,19.98,20.0,2966261,60233045.0,SZE,A,19931028,trade,0,1.0,0.0,0.0,0.0,0,0,413219661,411424109,深桑达A,深圳市桑达实业股份有限公司
000034.SZE,20201209,23.58,23.57,23.98,23.31,23.32,12446997,293177803.3,SZE,A,19940509,trade,0,1.0,0.0,0.0,0.0,0,0,659458406,497336653,神州数码,神州数码集团股份有限公司
000035.SZE,20201209,4.51,4.51,4.53,4.42,4.44,5165900,23088169.0,SZE,A,19940408,trade,0,1.0,0.0,0.0,0.0,0,0,2523777297,2453345376,中国天楹,中国天楹股份有限公司
000036.SZE,20201209,4.16,4.17,4.17,4.1,4.11,3876890,16006521.6,SZE,A,19940617,trade,0,1.0,0.0,0.0,0.0,0,0,1483934025,1479474430,华联控股,华联控股股份有限公司
000037.SZE,20201209,11.26,11.18,11.28,10.96,11.1,4866000,54034341.0,SZE,A,19940701,trade,0,1.0,0.0,0.0,0.0,0,0,338908150,338894011,深南电A,深圳南山热电股份有限公司
000038.SZE,20201209,10.86,10.86,10.89,10.51,10.54,4831240,51426068.8,SZE,A,19940808,trade,0,1.0,0.0,0.0,0.0,0,0,522777419,238177966,深大通,深圳大通实业股份有限公司
000039.SZE,20201209,15.24,15.23,15.64,15.05,15.33,31362636,482414716.1,SZE,A,19940408,trade,0,1.0,0.0,0.0,0.0,0,0,1535121660,1534271428,中集集团,中国国际海运集装箱(集团)股份有限公司
000040.SZE,20201209,3.36,3.35,3.44,3.32,3.32,27774757,93827824.9,SZE,A,19940808,trade,0,1.0,0.0,0.0,0.0,0,0,1486873870,1060340670,东旭蓝天,东旭蓝天新能源股份有限公司
000042.SZE,20201209,9.13,9.15,9.15,9.04,9.05,807100,7320025.0,SZE,A,19940921,trade,0,1.0,0.0,0.0,0.0,0,0,664831139,662341514,中洲控股,深圳市中洲投资控股股份有限公司
000045.SZE,20201209,7.91,7.96,7.98,7.5,7.63,4755910,36824545.1,SZE,A,19940815,trade,0,1.0,0.0,0.0,0.0,0,0,458272279,457017874,深纺织A,深圳市纺织(集团)股份有限公司
000046.SZE,20201209,3.91,3.92,3.93,3.81,3.83,7994047,30969588.5,SZE,A,19940912,trade,0,1.0,0.0,0.0,0.0,0,0,5196200656,5170078782,泛海控股,泛海控股股份有限公司
000048.SZE,20201209,23.92,23.92,23.93,23.34,23.4,2821055,66672342.3,SZE,A,19941101,trade,0,1.0,0.0,0.0,0.0,0,0,402491731,402407651,京基智农,深圳市京基智农时代股份有限公司
000049.SZE,20201209,52.69,52.3,54.05,52.1,52.51,3765224,200518100.3,SZE,A,19950320,trade,0,1.0,0.0,0.0,0.0,0,0,207197738,205243738,德赛电池,深圳市德赛电池科技股份有限公司
000050.SZE,20201209,15.67,15.68,15.69,15.1,15.12,19080818,292644934.4,SZE,A,19950315,trade,0,1.0,0.0,0.0,0.0,0,0,2457747661,1828917759,深天马A,天马微电子股份有限公司
000055.SZE,20201209,4.64,4.64,4.66,4.57,4.57,5138507,23647024.5,SZE,A,19960415,trade,0,1.0,0.0,0.0,0.0,0,0,679715472,678272529,方大集团,方大集团股份有限公司
000056.SZE,20201209,3.36,3.37,3.4,3.35,3.35,4523400,15260095.0,SZE,A,19960708,trade,0,1.0,0.0,0.0,0.0,0,0,931293708,903728783,皇庭国际,深圳市皇庭国际企业股份有限公司
000058.SZE,20201209,7.02,7.03,7.03,6.82,6.83,5578800,38616420.0,SZE,A,19961226,trade,0,1.0,0.0,0.0,0.0,0,0,989194931,538282117,深赛格,深圳赛格股份有限公司
000059.SZE,20201209,5.59,5.59,5.6,5.4,5.43,14909011,81822587.3,SZE,A,19970130,trade,0,1.0,0.0,0.0,0.0,0,0,1599442537,1599409531,华锦股份,北方华锦化学工业股份有限公司
000060.SZE,20201209,4.65,4.65,4.77,4.61,4.62,51630729,241670742.3,SZE,A,19970123,trade,0,1.0,0.0,0.0,0.0,0,0,3569685327,3568471150,中金岭南,深圳市中金岭南有色金属股份有限公司
000061.SZE,20201209,6.99,7.01,7.02,6.81,6.82,9500734,65630165.7,SZE,A,19970110,trade,0,1.0,0.0,0.0,0.0,0,0,1696964131,1695421233,农产品,深圳市农产品集团股份有限公司
000062.SZE,20201209,13.98,13.99,14.22,13.89,14.03,4199792,59213294.7,SZE,A,19970130,trade,0,1.0,0.0,0.0,0.0,0,0,1045909322,1044639729,深圳华强,深圳华强实业股份有限公司
000063.SZE,20201209,33.8,33.81,33.9,32.8,32.84,47545237,1574405487.4,SZE,A,19971118,trade,0,1.0,0.0,0.0,0.0,0,0,3857932364,3476253800,中兴通讯,中兴通讯股份有限公司
000065.SZE,20201209,7.78,7.78,7.82,7.54,7.55,4804352,36808154.1,SZE,A,19980605,trade,0,1.0,0.0,0.0,0.0,0,0,769515658,673092072,北方国际,北方国际合作股份有限公司
000066.SZE,20201209,15.37,15.35,15.7,15.1,15.11,38738352,595456335.6,SZE,A,19970626,trade,0,1.0,0.0,0.0,0.0,0,0,2928182053,2927811543,中国长城,中国长城科技集团股份有限公司
000068.SZE,20201209,3.1,3.1,3.1,3.01,3.02,7066100,21563866.0,SZE,A,19970611,trade,0,1.0,0.0,0.0,0.0,0,0,1006671464,1006671464,华控赛格,深圳华控赛格股份有限公司
000069.SZE,20201209,6.99,6.99,7.01,6.84,6.85,29526981,204265766.1,SZE,A,19970910,trade,0,1.0,0.0,0.0,0.0,0,0,8201793915,7056748141,华侨城A,深圳华侨城股份有限公司
000070.SZE,20201209,10.25,10.28,10.31,9.86,9.89,12974735,129852258.8,SZE,A,20000511,trade,0,1.0,0.0,0.0,0.0,0,0,816559217,795224866,特发信息,深圳市特发信息股份有限公司
000078.SZE,20201209,4.11,4.11,4.12,4.02,4.03,15325581,62234210.0,SZE,A,19981218,trade,0,1.0,0.0,0.0,0.0,0,0,2750833257,2621199543,海王生物,深圳市海王生物工程股份有限公司
000088.SZE,20201209,6.77,6.76,6.76,6.5,6.52,11369258,75546691.4,SZE,A,19970728,trade,0,1.0,0.0,0.0,0.0,0,0,2249161747,2249161747,盐田港,深圳市盐田港股份有限公司
000089.SZE,20201209,8.55,8.55,8.59,8.37,8.42,9389617,79466647.1,SZE,A,19980420,trade,0,1.0,0.0,0.0,0.0,0,0,2050769509,2050769509,深圳机场,深圳市机场股份有限公司
000090.SZE,20201209,6.68,6.68,6.68,6.45,6.47,15540686,101788545.8,SZE,A,19990721,trade,0,1.0,0.0,0.0,0.0,0,0,1868545434,1868295089,天健集团,深圳市天健(集团)股份有限公司
000096.SZE,20201209,10.06,10.08,10.1,9.86,9.88,542624,5425988.2,SZE,A,20000724,trade,0,1.0,0.0,0.0,0.0,0,0,528000000,510848000,广聚能源,深圳市广聚能源股份有限公司
000099.SZE,20201209,7.5,7.49,7.54,7.33,7.34,4883634,36194151.8,SZE,A,20000731,trade,0,1.0,0.0,0.0,0.0,0,0,606070420,606070420,中信海直,中信海洋直升机股份有限公司
000100.SZE,20201209,7.16,7.1,7.12,6.86,6.88,407390973,2846177836.6,SZE,A,20040130,trade,0,1.0,0.0,0.0,0.0,0,0,14030788362,12659960284,TCL科技,TCL科技集团股份有限公司
000150.SZE,20201209,3.2,3.15,3.17,3.02,3.04,30818224,94371528.1,SZE,A,20000807,trade,0,1.0,0.0,0.0,0.0,0,0,877697557,805990242,宜华健康,宜华健康医疗股份有限公司
000151.SZE,20201209,8.61,8.65,8.65,8.46,8.48,1805900,15406545.0,SZE,A,20000906,trade,0,1.0,0.0,0.0,0.0,0,0,295980000,266543967,中成股份,中成进出口股份有限公司
000153.SZE,20201209,8.26,8.28,8.28,8.05,8.07,3205941,26133587.7,SZE,A,20000920,trade,0,1.0,0.0,0.0,0.0,0,0,312141230,311977230,丰原药业,安徽丰原药业股份有限公司
000155.SZE,20201209,6.56,6.52,6.7,6.24,6.26,41734700,270508656.0,SZE,A,20000926,trade,0,1.0,0.0,0.0,0.0,0,0,1270000000,1270000000,川能动力,四川省新能源动力股份有限公司
000156.SZE,20201209,9.6,9.57,9.6,9.4,9.42,4383076,41538520.1,SZE,A,20000906,trade,0,1.0,0.0,0.0,0.0,0,0,1433351902,1280295337,华数传媒,华数传媒控股股份有限公司
000157.SZE,20201209,10.11,10.2,10.3,9.87,9.9,166492277,1681552523.0,SZE,A,20001012,trade,0,1.0,0.0,0.0,0.0,0,0,6531148967,6461215302,中联重科,中联重科股份有限公司
000158.SZE,20201209,7.39,7.44,7.44,7.15,7.17,18803206,136958796.0,SZE,A,20000724,trade,0,1.0,0.0,0.0,0.0,0,0,1598616721,1573483915,常山北明,石家庄常山北明科技股份有限公司
000159.SZE,20201209,5.48,5.5,5.63,5.46,5.46,11903124,66010525.7,SZE,A,20000926,trade,0,1.0,0.0,0.0,0.0,0,0,480685993,480685993,国际实业,新疆国际实业股份有限公司
000166.SZE,20201209,5.33,5.33,5.37,5.16,5.17,73866958,389421649.6,SZE,A,20150126,trade,0,1.0,0.0,0.0,0.0,0,0,22535944560,22535507316,申万宏源,申万宏源集团股份有限公司
000301.SZE,20201209,9.98,10.07,10.09,9.8,9.81,16002296,159087040.9,SZE,A,20000529,trade,0,1.0,0.0,0.0,0.0,0,0,4834863866,1260792182,东方盛虹,江苏东方盛虹股份有限公司
000333.SZE,20201209,86.7,86.01,86.62,83.5,83.56,46112571,3893407709.4,SZE,A,20130918,trade,0,1.0,0.0,0.0,0.0,0,0,7025879056,6843031425,美的集团,美的集团股份有限公司
000338.SZE,20201209,16.54,16.6,16.66,16.08,16.1,44902295,734449871.2,SZE,A,20070430,trade,0,1.0,0.0,0.0,0.0,0,0,5990833895,4244315825,潍柴动力,潍柴动力股份有限公司
000400.SZE,20201209,15.76,15.8,15.92,15.28,15.3,13693351,213433878.4,SZE,A,19970418,trade,0,1.0,0.0,0.0,0.0,0,0,1008327309,1008270140,许继电气,许继电气股份有限公司
000401.SZE,20201209,15.5,15.5,15.57,15.22,15.25,9409619,144640341.6,SZE,A,19960614,trade,0,1.0,0.0,0.0,0.0,0,0,1347522914,1347214076,冀东水泥,唐山冀东水泥股份有限公司
000402.SZE,20201209,6.77,6.8,6.8,6.7,6.72,4391352,29630952.2,SZE,A,19960626,trade,0,1.0,0.0,0.0,0.0,0,0,2988929907,2987636046,金融街,金融街控股股份有限公司
000403.SZE,20201209,39.75,39.75,40.15,38.42,38.46,2569924,99983957.2,SZE,A,19960628,trade,0,1.0,0.0,0.0,0.0,0,0,492434666,487106903,双林生物,南方双林生物制药股份有限公司
000404.SZE,20201209,4.25,4.28,4.58,4.24,4.41,24971890,110707612.1,SZE,A,19960619,trade,0,1.0,0.0,0.0,0.0,0,0,695995979,694350760,长虹华意,长虹华意压缩机股份有限公司
000407.SZE,20201209,4.56,4.56,4.66,4.49,4.49,6567085,30033699.4,SZE,A,19960703,trade,0,1.0,0.0,0.0,0.0,0,0,880084656,875743830,胜利股份,山东胜利股份有限公司
000408.SZE,20201209,7.71,7.7,7.9,7.65,7.79,2621401,20389895.8,SZE,A,19960628,trade,2,1.0,0.0,0.0,0.0,0,0,1993779522,473486160,*ST藏格,藏格控股股份有限公司
000409.SZE,20201209,4.23,4.23,4.23,4.16,4.18,2702934,11319336.9,SZE,A,19960627,trade,2,1.0,0.0,0.0,0.0,0,0,510931158,405627494,ST地矿,山东地矿股份有限公司
000410.SZE,20201209,4.3,4.31,4.32,4.27,4.27,1743700,7476939.0,SZE,A,19960718,trade,2,1.0,0.0,0.0,0.0,0,0,1684035944,1680913944,*ST沈机,沈阳机床股份有限公司
000411.SZE,20201209,19.24,19.22,19.9,19.15,19.63,9376965,183886379.9,SZE,A,19960716,trade,0,1.0,0.0,0.0,0.0,0,0,248939935,207322071,英特集团,浙江英特集团股份有限公司
000413.SZE,20201209,2.76,2.75,2.87,2.73,2.78,138144275,388200690.8,SZE,A,19960925,trade,0,1.0,0.0,0.0,0.0,0,0,5480250117,4864124064,东旭光电,东旭光电科技股份有限公司
000415.SZE,20201209,2.7,2.7,2.71,2.6,2.66,18861403,50184970.4,SZE,A,19960716,trade,0,1.0,0.0,0.0,0.0,0,0,6184521282,3547396604,渤海租赁,渤海租赁股份有限公司
000416.SZE,20201209,6.01,6.02,6.04,5.96,5.97,6834228,40944914.6,SZE,A,19960719,trade,0,1.0,0.0,0.0,0.0,0,0,531871494,531641098,民生控股,民生控股股份有限公司
000417.SZE,20201209,5.23,5.23,5.24,5.05,5.06,4281500,22028511.0,SZE,A,19960812,trade,0,1.0,0.0,0.0,0.0,0,0,779884200,779027451,合肥百货,合肥百货大楼集团股份有限公司
000419.SZE,20201209,5.07,5.06,5.13,4.9,4.9,8419539,42198482.0,SZE,A,19960816,trade,0,1.0,0.0,0.0,0.0,0,0,543582655,543289983,通程控股,长沙通程控股股份有限公司
000420.SZE,20201209,2.05,2.05,2.07,2.02,2.03,13994300,28610241.0,SZE,A,19960802,trade,0,1.0,0.0,0.0,0.0,0,0,1970706656,1850467588,吉林化纤,吉林化纤股份有限公司
000421.SZE,20201209,6.12,6.11,6.18,6.07,6.08,3693800,22636674.0,SZE,A,19960806,trade,0,1.0,0.0,0.0,0.0,0,0,572646934,572646934,南京公用,南京公用发展股份有限公司
000422.SZE,20201209,3.1,3.09,3.16,3.04,3.06,7871570,24275612.9,SZE,A,19960815,trade,2,1.0,0.0,0.0,0.0,0,0,897866712,897812984,ST宜化,湖北宜化化工股份有限公司
000423.SZE,20201209,43.97,43.9,44.17,42.18,42.25,5667683,243749836.3,SZE,A,19960729,trade,0,1.0,0.0,0.0,0.0,0,0,654021537,653867313,东阿阿胶,东阿阿胶股份有限公司
000425.SZE,20201209,5.6,5.61,5.65,5.44,5.45,65129662,360712865.6,SZE,A,19960828,trade,0,1.0,0.0,0.0,0.0,0,0,7833668430,6995037403,徐工机械,徐工集团工程机械股份有限公司
000426.SZE,20201209,7.55,7.55,7.56,7.16,7.22,22080362,161569700.8,SZE,A,19960828,trade,0,1.0,0.0,0.0,0.0,0,0,1837192219,1475294430,兴业矿业,内蒙古兴业矿业股份有限公司
000428.SZE,20201209,2.76,2.75,2.76,2.65,2.67,6472800,17454063.0,SZE,A,19960808,trade,0,1.0,0.0,0.0,0.0,0,0,1018926000,1018835400,华天酒店,华天酒店集团股份有限公司
000429.SZE,20201209,6.77,6.76,6.79,6.62,6.63,6908995,46296338.8,SZE,A,19980220,trade,0,1.0,0.0,0.0,0.0,0,0,1742056126,1302910534,粤高速A,广东省高速公路发展股份有限公司
000430.SZE,20201209,5.03,5.01,5.04,4.96,4.99,2188800,10947503.0,SZE,A,19960829,trade,0,1.0,0.0,0.0,0.0,0,0,404817686,331738800,张家界,张家界旅游集团股份有限公司
000488.SZE,20201209,6.45,6.57,6.74,6.28,6.28,92987423,605438337.9,SZE,A,20001120,trade,0,1.0,0.0,0.0,0.0,0,0,1749517684,1659372085,晨鸣纸业,山东晨鸣纸业集团股份有限公司
000498.SZE,20201209,5.12,5.13,5.13,5.04,5.05,2708630,13753554.4,SZE,A,19970609,trade,0,1.0,0.0,0.0,0.0,0,0,1556959203,1120137113,山东路桥,山东高速路桥集团股份有限公司
000501.SZE,20201209,12.75,12.77,12.77,12.29,12.34,12065012,150453034.8,SZE,A,19921120,trade,0,1.0,0.0,0.0,0.0,0,0,768992731,767815624,鄂武商A,武汉武商集团股份有限公司
000502.SZE,20201209,7.83,7.73,8.29,7.73,7.95,5557394,44871604.5,SZE,A,19921123,trade,0,1.0,0.0,0.0,0.0,0,0,184819607,183347957,绿景控股,绿景控股股份有限公司
000503.SZE,20201209,10.25,10.26,10.32,10.04,10.07,5311420,53776566.8,SZE,A,19921130,trade,0,1.0,0.0,0.0,0.0,0,0,898822204,898779932,国新健康,国新健康保障服务集团股份有限公司
000504.SZE,20201209,11.73,11.73,11.73,11.38,11.6,426800,4913312.0,SZE,A,19921208,trade,2,1.0,0.0,0.0,0.0,0,0,311573901,310673201,ST生物,南华生物医药股份有限公司
000505.SZE,20201209,9.0,8.98,9.15,8.84,8.85,11624153,104224088.0,SZE,A,19921221,trade,0,1.0,0.0,0.0,0.0,0,0,661975251,454638266,京粮控股,海南京粮控股股份有限公司
000506.SZE,20201209,2.63,2.6,2.62,2.56,2.57,9469541,24425639.0,SZE,A,19930312,trade,0,1.0,0.0,0.0,0.0,0,0,929017761,928670961,中润资源,中润资源投资股份有限公司
000507.SZE,20201209,5.65,5.64,5.67,5.53,5.54,4823700,27019538.0,SZE,A,19930326,trade,0,1.0,0.0,0.0,0.0,0,0,930424895,841204550,珠海港,珠海港股份有限公司
000509.SZE,20201209,2.66,2.73,2.79,2.53,2.53,30548457,80552610.5,SZE,A,19930507,trade,2,1.0,0.0,0.0,0.0,0,0,825483117,825368348,*ST华塑,华塑控股股份有限公司
000510.SZE,20201209,4.41,4.39,4.5,4.33,4.39,10741625,47471196.6,SZE,A,19930507,trade,0,1.0,0.0,0.0,0.0,0,0,609182254,549479157,新金路,四川新金路集团股份有限公司
000513.SZE,20201209,43.66,43.66,43.8,42.49,42.68,5047645,217534329.4,SZE,A,19931028,trade,0,1.0,0.0,0.0,0.0,0,0,624687999,605137835,丽珠集团,丽珠医药集团股份有限公司
000514.SZE,20201209,3.99,3.98,3.99,3.89,3.89,3887287,15327764.8,SZE,A,19930712,trade,0,1.0,0.0,0.0,0.0,0,0,843770965,843770965,渝开发,重庆渝开发股份有限公司
000516.SZE,20201209,9.16,9.19,9.2,8.84,8.84,20525636,184816894.3,SZE,A,19930809,trade,0,1.0,0.0,0.0,0.0,0,0,1971049302,1928934684,国际医学,西安国际医学投资股份有限公司
000517.SZE,20201209,3.04,3.05,3.15,3.02,3.04,26159183,80654680.2,SZE,A,19930806,trade,0,1.0,0.0,0.0,0.0,0,0,3183922485,2473244816,荣安地产,荣安地产股份有限公司
000518.SZE,20201209,4.67,4.68,4.74,4.66,4.68,9558900,44820405.9,SZE,A,19930908,trade,0,1.0,0.0,0.0,0.0,0,0,1029556222,1029535693,四环生物,江苏四环生物股份有限公司
000519.SZE,20201209,9.4,9.38,9.55,9.32,9.33,23404462,220284409.4,SZE,A,19931008,trade,0,1.0,0.0,0.0,0.0,0,0,1392558982,1391492468,中兵红箭,中兵红箭股份有限公司
000520.SZE,20201209,3.46,3.45,3.48,3.41,3.42,2622410,9033720.5,SZE,A,19931025,trade,0,1.0,0.0,0.0,0.0,0,0,1012083455,1012083455,长航凤凰,长航凤凰股份有限公司
000521.SZE,20201209,3.4,3.42,3.74,3.41,3.74,52954114,193537416.4,SZE,A,19931018,trade,0,1.0,0.0,0.0,0.0,0,0,881733881,872528625,长虹美菱,长虹美菱股份有限公司
000523.SZE,20201209,3.83,3.83,3.85,3.69,3.69,9167361,34353037.0,SZE,A,19931108,trade,0,1.0,0.0,0.0,0.0,0,0,627533125,626953976,广州浪奇,广州市浪奇实业股份有限公司
000524.SZE,20201209,8.35,8.3,8.43,7.95,7.96,9261709,75348276.2,SZE,A,19931118,trade,0,1.0,0.0,0.0,0.0,0,0,670208597,670139867,岭南控股,广州岭南集团控股股份有限公司
000525.SZE,20201209,6.9,6.84,6.89,6.79,6.8,5460966,37325649.1,SZE,A,19931028,trade,0,1.0,0.0,0.0,0.0,0,0,580772873,574514828,红太阳,南京红太阳股份有限公司
000526.SZE,20201209,57.6,57.52,58.25,56.0,56.37,723452,41295457.7,SZE,A,19931101,trade,0,1.0,0.0,0.0,0.0,0,0,96195107,96195107,紫光学大,厦门紫光学大股份有限公司
000528.SZE,20201209,7.75,7.9,7.97,7.43,7.44,50482986,387270467.8,SZE,A,19931118,trade,0,1.0,0.0,0.0,0.0,0,0,1475921376,1462632724,柳工,广西柳工机械股份有限公司
000529.SZE,20201209,7.23,7.23,7.24,7.04,7.06,4882112,34840296.0,SZE,A,19931118,trade,0,1.0,0.0,0.0,0.0,0,0,583790330,569884377,广弘控股,广东广弘控股股份有限公司
000530.SZE,20201209,3.85,3.85,4.0,3.8,3.87,14040863,55108690.1,SZE,A,19931208,trade,0,1.0,0.0,0.0,0.0,0,0,601712507,598606016,冰山冷热,冰山冷热科技股份有限公司
000531.SZE,20201209,9.75,9.75,9.75,9.31,9.36,4600700,43844368.0,SZE,A,19940106,trade,0,1.0,0.0,0.0,0.0,0,0,685082820,685082820,穗恒运A,广州恒运企业集团股份有限公司
000532.SZE,20201209,13.06,12.96,13.24,12.5,12.59,7232712,92665849.3,SZE,A,19940103,trade,0,1.0,0.0,0.0,0.0,0,0,344708340,343549746,华金资本,珠海华金资本股份有限公司
000533.SZE,20201209,3.05,3.06,3.07,2.98,2.99,6168400,18648024.0,SZE,A,19940103,trade,0,1.0,0.0,0.0,0.0,0,0,690816000,684902400,顺钠股份,广东顺钠电气股份有限公司
000534.SZE,20201209,13.92,13.91,13.93,13.5,13.54,4680500,64169024.0,SZE,A,19940110,trade,0,1.0,0.0,0.0,0.0,0,0,491785096,491507596,万泽股份,万泽实业股份有限公司
000536.SZE,20201209,2.52,2.5,2.65,2.45,2.61,83796479,217589868.1,SZE,A,19931126,trade,2,1.0,0.0,0.0,0.0,0,0,2766032803,2763082516,*ST华映,华映科技(集团)股份有限公司
000537.SZE,20201209,6.59,6.59,6.63,6.51,6.52,4247179,27868975.9,SZE,A,19931210,trade,0,1.0,0.0,0.0,0.0,0,0,1862520720,1731406933,广宇发展,天津广宇发展股份有限公司
000538.SZE,20201209,99.84,99.51,101.7,99.1,100.33,5763453,579803073.8,SZE,A,19931215,trade,0,1.0,0.0,0.0,0.0,0,0,1277403317,602166957,云南白药,云南白药集团股份有限公司
000539.SZE,20201209,3.76,3.76,3.78,3.72,3.73,1958159,7341334.1,SZE,A,19931126,trade,0,1.0,0.0,0.0,0.0,0,0,4451875986,2553907040,粤电力A,广东电力发展股份有限公司
000540.SZE,20201209,3.42,3.44,3.51,3.33,3.34,73045150,251590008.4,SZE,A,19940202,trade,0,1.0,0.0,0.0,0.0,0,0,7005254679,6967815997,中天金融,中天金融集团股份有限公司
000541.SZE,20201209,6.03,6.04,6.07,5.89,5.91,5757676,34304313.6,SZE,A,19931123,trade,0,1.0,0.0,0.0,0.0,0,0,1077274404,1072393367,佛山照明,佛山电器照明股份有限公司
